name,budget,release_date,vote_average,adult,id,language,popularity,revenue,runtime,status,tagline,title,vote_count,First_genre,Second_genre,Third_genre,collection_name
Eddie Izzard: Live at the Ambassadors,0,1993-01-01,7.0,False,16212,en,1.89,0,87.0,Released,,Eddie Izzard: Live at the Ambassadors,7,Comedy,,,
Christopher Titus: Norman Rockwell is Bleeding,0,2004-06-06,6.5,False,16213,en,2.27,0,90.0,Released,,Christopher Titus: Norman Rockwell is Bleeding,2,Comedy,,,
Hooper,0,1978-07-28,6.3,False,16214,en,5.976,78000000,107.0,Released,The greatest stuntman alive!,Hooper,57,Action,Comedy,,
Jack and Jill vs. the World,0,2008-01-01,5.1,False,16216,en,2.481,0,89.0,Released,,Jack and Jill vs. the World,25,Comedy,Romance,,
The Big Steal,0,1990-09-20,6.0,False,16217,en,2.476,0,99.0,Released,,The Big Steal,6,Comedy,,,
Le big-Bang,0,1987-03-06,4.0,False,16218,fr,0.693,0,76.0,Released,,The Big Bang,3,Animation,Comedy,Science Fiction,
Gladiator,0,1992-03-06,6.2,False,16219,en,5.421,9,101.0,Released,Nobody owns Tommy Riley. Nobody.,Gladiator,53,Action,Drama,,
Wizards,1200000,1977-02-09,6.6,False,16220,en,6.995,9000000,80.0,Released,An epic fantasy of peace and magic.,Wizards,87,Animation,Fantasy,Science Fiction,
どろろ,0,2007-03-15,6.3,False,16221,ja,2.866,0,139.0,Released,"Fueled by hate, entwined by fate... their paths begin to unravel.",Dororo,28,,,,
Whatever It Takes,15000000,2000-03-31,5.5,False,16222,en,8.253,9902115,94.0,Released,How low will they go to get the girls of their dreams?,Whatever It Takes,124,Drama,Comedy,Romance,
Hatley High,0,2003-09-23,5.7,False,16223,en,1.617,0,90.0,Released,,Hatley High,3,Comedy,Family,Romance,
プラスチックリトル,0,1994-03-20,6.3,False,16224,ja,1.605,0,55.0,Released,Caught in the Crossfire!,Plastic Little: The Adventures of Captain Tita,10,Animation,Science Fiction,,
Heavy Metal 2000,15000000,2000-04-19,5.7,False,16225,en,5.5329999999999995,0,88.0,Released,not to survive the fight in the external world without inner strength,Heavy Metal 2000,76,,,,Heavy Metal Collection
Lady Death,0,2004-10-05,5.6,False,16226,en,2.94,0,80.0,Released,Naughty girls go to hell... Really naughty girls conquer it.,Lady Death,16,,,,
Dark Passage,1678000,1947-09-27,7.3,False,16227,en,8.899,3430000,106.0,Released,IN DANGER AS VIOLENT AS THEIR LOVE!!!,Dark Passage,141,,,,
Street Fighter Alpha: Generations,0,2005-10-25,5.3,False,16228,en,2.522,0,42.0,Released,,Street Fighter Alpha: Generations,12,Action,Animation,,Street Fighter (Animated) Collection
Prozac Nation,0,2001-09-08,6.3,False,16229,en,9.068,0,95.0,Released,Pledge allegiance. Life's a drag.,Prozac Nation,146,Drama,,,
Wild Zero,0,1999-08-28,5.6,False,16231,ja,3.8789999999999996,0,98.0,Released,Trash and chaossss!!!!,Wild Zero,31,Horror,,,
Mr. 3000,30000000,2004-06-15,5.1,False,16232,en,8.412,21800302,104.0,Released,Big league. Big mouth. Big time.,Mr. 3000,107,Comedy,Drama,,
Tromeo & Juliet,350000,1996-05-13,6.2,False,16233,en,6.649,0,107.0,Released,,Tromeo & Juliet,69,,,,
Batman Beyond: Return of the Joker,0,2000-12-12,7.6,False,16234,en,9.932,0,74.0,Released,"This Time, The Joker Is Wild",Batman Beyond: Return of the Joker,327,,,,Batman Beyond Collection
Amityville II: The Possession,0,1982-09-24,5.8,False,16235,en,9.427999999999999,12534817,104.0,Released,Don't forget to check under the bed...,Amityville II: The Possession,138,Horror,,,The Amityville Collection
Mansfield Park,0,2007-03-18,5.9,False,16236,en,5.591,0,120.0,Released,,Mansfield Park,59,Drama,,,
Teen Titans: Trouble in Tokyo,0,2006-09-15,7.1,False,16237,en,6.966,0,75.0,Released,The Titans go ninja on the notorious villain Brushogun in their awesome first feature-length movie.,Teen Titans: Trouble in Tokyo,88,,,,
Jak rozpętałem drugą wojnę światową: Cz.2 - Za bronią,0,1970-04-03,7.3,False,16238,pl,2.005,0,72.0,Released,,How I Unleashed World War II Part II: Following The Arms,27,Action,Comedy,History,How I Unleashed World War II
Will Ferrell: You're Welcome America - A Final Night with George W. Bush,0,2009-03-14,6.4,False,16239,en,3.998,0,90.0,Released,,Will Ferrell: You're Welcome America - A Final Night with George W. Bush,26,Comedy,,,
Breakfast with Scot,0,2007-11-16,6.1,False,16240,en,3.76,0,95.0,Released,,Breakfast with Scot,26,Comedy,Drama,,
The Boys from Brazil,0,1978-10-05,6.6,False,16241,en,7.8660000000000005,0,125.0,Released,If they survive … will we?,The Boys from Brazil,179,,,,
Les Patriotes,0,1994-06-01,7.1,False,16242,fr,1.811,0,142.0,Released,,The Patriots,17,Drama,Crime,,
Gone in 60 Seconds,0,1974-07-28,6.2,False,16246,en,5.257000000000001,0,105.0,Released,You can lock your car. But if he wants it...it's GONE IN 60 SECONDS,Gone in 60 Seconds,73,,,,Gone in 60 Seconds Trilogy
Festival,0,1967-10-23,5.1,False,16247,en,3.0180000000000002,0,97.0,Released,Newport is an oasis of beautiful music - and beautiful people ... who take the high road to,Festival,5,Music,Documentary,,
D.A.R.Y.L.,0,1985-06-14,6.2,False,16248,en,7.098,7840873,100.0,Released,"He can fly a jet, race a car and outsmart a computer. The government created him and now they want him destroyed.",D.A.R.Y.L.,137,Family,Science Fiction,,
Blackbeard's Ghost,0,1968-02-08,7.0,False,16249,en,5.752000000000001,0,106.0,Released,He's out'a sight...literally!,Blackbeard's Ghost,73,Fantasy,Comedy,Family,
Love Comes Softly,0,2003-04-13,6.6,False,16250,en,4.894,0,88.0,Released,,Love Comes Softly,44,,,,Love Comes Softly Collection
ストリートファイターIV 新たなる絆,0,2009-02-17,5.7,False,16257,ja,1.359,0,65.0,Released,,Street Fighter IV: The Ties That Bind,12,Action,Animation,,Street Fighter (Animated) Collection
The Butterfly Effect 3: Revelations,0,2009-01-09,5.3,False,16258,en,9.231,0,90.0,Released,Death repeats itself.,The Butterfly Effect 3: Revelations,285,,,,The Butterfly Effect Collection
Ten Dead Men,0,2008-04-26,4.0,False,16259,en,2.802,0,90.0,Released,,Ten Dead Men,6,Action,Thriller,,
Repli-Kate,4000000,2002-01-18,5.7,False,16261,en,6.138,0,96.0,Released,Every guy on campus wants a copy of Kate.,Repli-Kate,60,Science Fiction,Comedy,,
Girls Just Want to Have Fun,0,1985-04-12,6.1,False,16263,en,17.092,0,87.0,Released,Getting into trouble is easy but getting out of it is all the fun!,Girls Just Want to Have Fun,79,,,,
Badi,0,1983-01-01,1.3,False,16264,en,1.3,0,,Released,,Badi,3,Family,Adventure,Science Fiction,
2012 Doomsday,250000,2008-02-12,2.6,False,16266,en,4.835,0,85.0,Released,An Ancient Prophecy Foretold. A Scientific Discovery Revealed.,2012 Doomsday,55,,,,
War of the Worlds 2: The Next Wave,0,2008-01-01,3.6,False,16268,en,5.837000000000001,0,90.0,Released,Another Alien Invasion!,War of the Worlds 2: The Next Wave,31,Action,Science Fiction,Adventure,War of the Worlds Collection
賭神,0,1989-12-14,6.9,False,16269,cn,6.97,4762337,126.0,Released,,God of Gamblers,52,Action,Comedy,Drama,God of Gamblers Collection
Career Opportunities,6000000,1991-03-29,5.9,False,16270,en,14.095999999999998,11336986,83.0,Released,He took the job that no one wanted... and got the girl that everyone did.,Career Opportunities,106,Drama,Comedy,Romance,
Massacre at Central High,0,1976-09-01,5.9,False,16271,en,4.388999999999999,0,87.0,Released,VIOLENCE-DRENCHED VARIETY,Massacre at Central High,16,Drama,Horror,Thriller,
Männersache,0,2009-03-19,4.1,False,16272,de,1.0979999999999999,0,90.0,Released,,Männersache,14,Comedy,,,
Holiday,0,1938-06-15,7.3,False,16274,en,7.792000000000001,0,97.0,Released,Every day's a holiday... when you're in love.,Holiday,100,Comedy,Romance,,
Dave Chappelle: Killin' Them Softly,0,2000-07-26,8.4,False,16275,en,5.645,0,57.0,Released,,Dave Chappelle: Killin' Them Softly,75,Comedy,Documentary,,
Les Brigades du Tigre,0,2006-04-14,5.8,False,16276,fr,4.87,0,125.0,Released,"Paris. 1912. If you thought it was ""La Belle Epoque""....Think again.",The Tiger Brigades,66,Action,Adventure,Crime,
La Journée de la jupe,0,2008-11-09,7.2,False,16277,fr,3.915,0,88.0,Released,,Skirt Day,110,Drama,,,
A Place To Be Loved,0,1993-04-04,5.3,False,16278,en,1.8419999999999999,0,95.0,Released,,A Place To Be Loved,4,Family,Drama,,
The Great Buck Howard,0,2008-01-18,5.9,False,16279,en,8.02,900689,87.0,Released,Greatness is a state of mind.,The Great Buck Howard,134,Comedy,,,
13 Hours in a Warehouse,0,2008-10-28,4.7,False,16280,en,3.804,0,92.0,Released,Their lives were snuffed out. . . now they're back for vengeance!,13 Hours in a Warehouse,13,Horror,Thriller,,
Creepshow,8000000,1982-11-12,6.8,False,16281,en,8.343,21028755,120.0,Released,The Most Fun You'll Ever Have... BEING SCARED!,Creepshow,441,Horror,Comedy,,Creepshow Collection
सावरिया,0,2007-11-09,5.7,False,16283,hi,3.1239999999999997,0,142.0,Released,When he first fell in love...,Saawariya,46,Drama,Romance,,
Ice Cold in Alex,0,1958-06-24,7.5,False,16284,en,3.6489999999999996,0,125.0,Released,From Tobruk to Alexandria... they had to make it... even if one of'em was a traitor!,Ice Cold in Alex,30,Adventure,Drama,War,
ก้านกล้วย,0,2006-05-18,6.7,False,16285,th,1.4569999999999999,0,79.0,Released,,The Blue Elephant,9,Animation,Family,,
Afro Ninja,0,2009-01-01,5.5,False,16287,en,1.364,0,88.0,Released,,Afro Ninja,4,Action,Comedy,,
Creepshow 2,10000000,1987-05-01,6.1,False,16288,en,9.251,0,92.0,Released,"When the curtain goes up, the terror begins.",Creepshow 2,247,Horror,Comedy,,Creepshow Collection
Armin Only: The Next Level,0,2006-02-06,4.3,False,16289,en,0.6,0,100.0,Released,,Armin Only: The Next Level,2,Music,,,
Jackass 3D,20000000,2010-10-15,6.3,False,16290,en,12.969000000000001,117224271,94.0,Released,Don't try this at home,Jackass 3D,720,Comedy,Documentary,Action,Jackass Collection
Ripple Effect,0,2007-06-21,6.0,False,16294,en,1.8,0,83.0,Released,,Ripple Effect,1,Drama,,,
Higher Learning,0,1995-01-11,6.7,False,16295,en,8.078,38290723,127.0,Released,,Higher Learning,107,Romance,Drama,Crime,
Killer Klowns from Outer Space,2000000,1988-05-27,6.0,False,16296,en,9.02,43625095,88.0,Released,It’s Craazzy!,Killer Klowns from Outer Space,339,Comedy,Horror,Science Fiction,
With Honors,0,1994-04-29,6.5,False,16297,en,6.792999999999999,20016254,103.0,Released,"If you want a degree go to Harvard, If you want an education go to Simon Wilder.",With Honors,95,Comedy,Drama,,
The Stupids,25000000,1996-08-08,4.4,False,16299,en,4.968999999999999,2491989,94.0,Released,As American as apple pie and twice as smart.,The Stupids,34,Comedy,Family,,
Down to Earth,0,2001-02-16,5.2,False,16300,en,6.862,0,87.0,Released,,Down to Earth,181,,,,
End of the Century: The Story of the Ramones,0,2003-01-19,7.9,False,16301,en,3.86,0,110.0,Released,,End of the Century: The Story of the Ramones,26,Documentary,Music,,
The Loved One,0,1965-10-11,6.5,False,16303,en,3.7,0,122.0,Released,The motion picture with something to offend everyone.,The Loved One,23,Comedy,,,
Creepshow 3,0,2006-04-24,3.9,False,16304,en,5.814,0,104.0,Released,The Most Fun You'll Ever Have Being Scared!,Creepshow 3,57,Horror,Science Fiction,,Creepshow Collection
Sullivan's Travels,700000,1941-11-30,7.8,False,16305,en,9.639,0,91.0,Released,A Happy-Go Lucky Hitch-Hiker on the Highway to happiness! He wanted to see the world . . . but wound up in Lover's Lane!,Sullivan's Travels,206,,,,
La Planète sauvage,0,1973-12-01,7.7,False,16306,fr,6.617999999999999,0,72.0,Released,A sublime trip to a fine new world,Fantastic Planet,319,Animation,Science Fiction,,
The Wicker Man,658625,1973-12-01,7.3,False,16307,en,10.22,0,93.0,Released,Flesh to touch...Flesh to burn! Don't keep the Wicker Man waiting!,The Wicker Man,568,Horror,,,
機動戦士ガンダムF91,0,1991-03-16,6.4,False,16308,ja,3.747,0,115.0,Released,,Mobile Suit Gundam F91,10,Animation,Science Fiction,,
Monster,0,2008-01-18,2.1,False,16309,en,2.6689999999999996,0,86.0,Released,The Truth Will Finally Be Told.,Monster,14,Action,Horror,Science Fiction,
The Hard Word,0,2002-05-30,5.8,False,16311,en,2.8680000000000003,0,102.0,Released,"In a word, they're gone",The Hard Word,18,Action,Comedy,Crime,
Mercy Mission: The Rescue of Flight 771,0,1993-12-13,2.8,False,16312,en,2.371,0,95.0,Released,,Mercy Mission: The Rescue of Flight 771,3,Drama,,,
โปรแกรมหน้า วิญญาณอาฆาต,0,2008-10-28,5.7,False,16313,th,4.547,0,95.0,Released,,Coming Soon,45,Horror,Thriller,,
3 Ninjas,6500000,1992-08-07,5.7,False,16314,en,7.32,29000301,84.0,Released,Crosses Teenage Mutant Ninja Turtles and Home Alone!,3 Ninjas,226,,,,3 Ninjas Collection
Campfire Tales,0,1997-05-16,5.9,False,16315,en,5.2410000000000005,0,88.0,Released,,Campfire Tales,35,Horror,,,
색즉시공,0,2002-12-12,6.4,False,16318,ko,5.165,0,96.0,Released,,Sex Is Zero,43,Comedy,Drama,,色即是空（系列）
Tiësto in Concert 2,0,2004-10-30,4.3,False,16319,en,0.6,0,184.0,Released,,Tiësto in Concert 2,2,Drama,Comedy,Music,
Serenity,39000000,2005-09-03,7.4,False,16320,en,13.139000000000001,38869464,119.0,Released,Can't stop the signal.,Serenity,2087,,,,
Shu shan zheng zhuan,0,2001-08-09,5.4,False,16321,cn,3.483,35000000,104.0,Released,"Surrender Your Illusion , Fight For Your Destiny",Zu Warriors,25,Fantasy,Action,,Zu Warriors Collection
Sea Monsters: A Prehistoric Adventure,0,2008-03-19,6.3,False,16322,en,2.532,0,40.0,Released,,Sea Monsters: A Prehistoric Adventure,13,Documentary,,,
The Rose,9250000,1979-11-07,6.9,False,16323,en,5.654,29174648,125.0,Released,"She gave and gave, until she had nothing left to give",The Rose,51,Drama,Music,Romance,
Fatso,0,2008-10-24,5.5,False,16324,no,2.622,0,91.0,Released,,Fatso,29,Comedy,Drama,,
Echelon Conspiracy,0,2009-02-27,5.5,False,16325,en,6.361000000000001,2186782,105.0,Released,Security comes at a price...,Echelon Conspiracy,172,Action,Thriller,,
Dark Secrets: Inside Bohemian Grove,0,2000-10-01,6.3,False,16326,en,2.0780000000000003,0,123.0,Released,,Dark Secrets: Inside Bohemian Grove,11,Documentary,,,
Hercules Returns,0,1993-09-16,7.3,False,16327,en,3.5239999999999996,213588,82.0,Released,Funnier the Gandhi...Sexier than the LIttle Mermaid...Shorter than Dances With Wolves,Hercules Returns,13,Comedy,,,
Johnny Got His Gun,0,1971-08-04,7.4,False,16328,en,6.906000000000001,0,111.0,Released,The most shattering experience you'll ever live.,Johnny Got His Gun,149,War,Drama,,
The Jack Bull,0,1999-04-17,6.5,False,16331,en,3.364,0,116.0,Released,All men want justice. Few are willing to pay the price.,The Jack Bull,28,TV Movie,Western,,
Walled In,10000000,2009-02-20,4.7,False,16335,en,6.816,0,92.0,Released,Some secrets are best left buried.,Walled In,97,Horror,Thriller,,
"Ein Mann, ein Fjord!",0,2009-01-21,6.2,False,16336,de,1.2429999999999999,0,90.0,Released,,"A man, a fjord!",5,Comedy,,,
The Texas Chainsaw Massacre 2,4700000,1986-08-22,5.6,False,16337,en,9.394,8025872,101.0,Released,After a decade of silence... The buzzz is back!,The Texas Chainsaw Massacre 2,347,Horror,,,Texas Chainsaw Massacre Collection
Barney: Let's Go To The Farm,0,2005-03-01,6.0,False,16339,en,1.171,0,50.0,Released,,Barney: Let's Go To The Farm,1,Family,,,
Rugrats in Paris: The Movie,30,2000-09-14,6.2,False,16340,en,7.2589999999999995,103,78.0,Released,Ooo la la! Paris will never be the same!,Rugrats in Paris: The Movie,207,,,,Rugrats Collection
Barney: Let's Go To The Fair,0,2006-09-05,0.0,False,16341,en,0.6,0,56.0,Released,,Barney: Let's Go To The Fair,0,Family,,,Barney Collection
The Children,0,2008-12-05,6.2,False,16342,en,9.419,0,84.0,Released,You brought them into this world. Now ... They will take you out.,The Children,185,Horror,Mystery,Thriller,
Luck by Chance,2300000,2009-01-30,6.7,False,16344,en,3.054,3000000,155.0,Released,,Luck by Chance,26,Romance,Drama,Comedy,
बिल्लू,5750000,2009-02-13,6.3,False,16345,hi,3.725,10000000,137.0,Released,,Billu,51,Comedy,Drama,,
Center Stage : Turn It Up,0,2008-10-30,6.8,False,16346,en,7.108,0,95.0,Released,,Center Stage : Turn It Up,101,Drama,Music,Family,Center Stage Collection
Auntie Mame,0,1958-12-27,7.1,False,16347,en,3.766,0,143.0,Released,Tops the Best-Seller!  Tops the Play! The One and Only,Auntie Mame,46,Comedy,Drama,,
Robert Gustafsson: Ja 'ä inte bitter,0,2006-03-16,10.0,False,16348,sv,0.622,0,140.0,Released,,Robert Gustafsson: Ja 'ä inte bitter,1,Comedy,,,
Fullpackat!,0,2008-07-09,5.0,False,16349,en,0.6,0,170.0,Released,,Fullpackat!,1,Comedy,,,
Vinyan,0,2008-08-30,4.8,False,16350,en,5.954,0,96.0,Released,,Vinyan,58,Drama,Horror,Thriller,
Ararat,0,2002-05-20,6.8,False,16351,en,3.013,0,115.0,Released,,Ararat,40,Drama,,,
Good Night,0,2008-01-01,0.0,False,16352,hi,0.6,0,30.0,Released,,Good Night,0,Comedy,Drama,Romance,
Ong Bak 2,8500000,2008-12-04,6.1,False,16353,th,8.472000000000001,8936663,98.0,Released,Warrior. Conqueror. Legend.,Ong Bak 2,277,Adventure,Action,Thriller,Ong Bak Collection
Pride 34: Kamikaze,0,2007-04-29,0.0,False,16354,en,0.6,0,,Released,,Pride 34: Kamikaze,0,Thriller,,,
ソニック・ザ・ヘッジホッグ,0,1996-01-26,6.7,False,16355,ja,2.313,0,60.0,Released,Scrape your knuckles. Catch some tails.,Sonic the Hedgehog: The Movie,21,Action,Adventure,Animation,
Riverworld,0,2003-03-22,4.7,False,16356,en,2.833,0,86.0,Released,,Riverworld,16,Fantasy,Science Fiction,Thriller,
Eulogy,0,2004-10-15,6.3,False,16358,en,8.519,0,91.0,Released,A comedy that puts the *fun* back in funeral.,Eulogy,58,Comedy,Drama,,
Vox Populi,0,2008-10-23,7.3,False,16359,en,3.483,0,100.0,Released,,Vox Populi,4,Comedy,Drama,,
Pride 33: The Second Coming,0,2007-02-24,0.0,False,16360,en,1.179,0,,Released,,Pride 33: The Second Coming,0,,,,
Pride Shockwave 2006,0,2006-12-31,0.0,False,16361,en,0.6,0,,Released,,Pride Shockwave 2006,0,,,,
The Best Little Whorehouse in Texas,35000000,1982-07-23,6.0,False,16363,en,5.1770000000000005,69701637,114.0,Released,With Burt and Dolly this much fun just couldn't be legal!,The Best Little Whorehouse in Texas,72,Comedy,,,
Robotech: The Shadow Chronicles,0,2006-08-25,5.6,False,16364,en,3.115,0,88.0,Released,,Robotech: The Shadow Chronicles,12,,,,Robotech (Samling)
Futuresport,0,1998-01-09,4.7,False,16365,en,4.266,0,91.0,Released,,Futuresport,26,Action,Science Fiction,,
Joseph: King of Dreams,0,2000-11-07,6.4,False,16366,en,11.23,0,74.0,Released,,Joseph: King of Dreams,476,Music,Family,Animation,
Kinky Boots,10000000,2005-08-30,6.5,False,16367,en,6.818,9950133,107.0,Released,How Far Would You Go To Save The Family Business?,Kinky Boots,170,Comedy,Drama,Music,
Sk8terday,0,2007-08-21,0.0,False,16369,en,0.6,0,,Released,,Sk8terday,0,,,,
Aspen Extreme,0,1993-01-22,5.6,False,16370,en,2.841,8041049,113.0,Released,Skiing's the easy part.,Aspen Extreme,15,Drama,,,
텔 미 썸딩,0,1999-11-13,6.0,False,16371,ko,4.371,0,118.0,Released,,Tell Me Something,34,,,,
The Innocents,0,1961-12-25,7.5,False,16372,en,8.037,0,100.0,Released,Apparitions? Evils? Corruptions?,The Innocents,229,Horror,,,
The Uninvited,0,1944-02-18,7.0,False,16373,en,7.256,0,99.0,Released,"From the Most Popular Mystery Romance since ""Rebecca""!",The Uninvited,84,,,,
Sometimes in April,0,2005-02-17,7.4,False,16374,en,3.5980000000000003,0,140.0,Released,,Sometimes in April,25,Drama,History,War,
Schizopolis,0,1996-05-18,6.3,False,16375,en,5.292000000000001,0,99.0,Released,Come early! Come often!,Schizopolis,44,Comedy,,,
Jeff Wayne's Musical Version of The War of the Worlds: Live on Stage!,0,2006-11-06,6.1,False,16377,en,4.383,0,111.0,Released,,Jeff Wayne's Musical Version of The War of the Worlds: Live on Stage!,9,Science Fiction,Music,,
The Rutles: All You Need Is Cash,0,1978-03-22,6.9,False,16378,en,5.026,0,76.0,Released,,The Rutles: All You Need Is Cash,45,Comedy,Music,,The Rutles Collection
The Mod Squad,50000000,1999-03-26,4.4,False,16379,en,6.197,13260050,92.0,Released,First they broke the law. Now they are the law.,The Mod Squad,68,,,,
When Worlds Collide,0,1951-08-01,6.2,False,16380,en,6.026,0,83.0,Released,Planets destroy earth!,When Worlds Collide,61,Science Fiction,,,
マクロス ゼロ,0,2002-12-21,6.2,False,16381,ja,1.278,0,159.0,Released,,Macross Zero,9,,,,
Arráncame la vida,0,2008-09-12,6.9,False,16382,es,2.432,0,107.0,Released,,Tear This Heart Out,16,Romance,Drama,,
Maharathi,0,2008-12-04,7.5,False,16383,hi,0.8140000000000001,0,,Released,,Maharathi,4,Thriller,,,
My Blue Heaven,0,1990-08-17,6.0,False,16384,en,8.77,0,97.0,Released,The stars of Parenthood in a comedy about an urban hood finding suburbanhood.,My Blue Heaven,114,Action,Comedy,,
Pride,0,2007-03-23,6.0,False,16385,en,4.457,0,104.0,Released,,Pride,28,Drama,Family,,
Daleks' Invasion Earth: 2150 A.D.,797681,1966-01-01,6.1,False,16387,en,4.808,0,81.0,Released,,Daleks' Invasion Earth: 2150 A.D.,40,Science Fiction,,,Dr. Who Collection
The Brothers McMullen,0,1995-08-09,6.1,False,16388,en,5.073,0,98.0,Released,Sometimes the Best Friends Are the Ones You've Known Your Whole Life.,The Brothers McMullen,41,Comedy,Drama,Romance,
Scooby-Doo! and the Samurai Sword,0,2009-04-07,7.0,False,16390,en,6.928,0,74.0,Released,,Scooby-Doo! and the Samurai Sword,52,,,,
Black Narcissus,424000,1947-01-01,7.7,False,16391,en,7.843999999999999,0,100.0,Released,A story of exquisite yearning in a strange and beautiful land. Towering over the screen ... as the mountains that saw it happen.,Black Narcissus,205,Drama,,,
Redline,0,2007-04-13,4.3,False,16392,en,7.318,0,95.0,Released,,Redline,76,Action,Drama,Thriller,
Winnie the Pooh: Springtime with Roo,0,2004-03-09,6.3,False,16394,en,6.03,0,65.0,Released,,Winnie the Pooh: Springtime with Roo,67,Animation,Family,,
Inferno,3000000,1980-02-07,6.7,False,16395,it,9.149,0,107.0,Released,"Before tenebrae, beyond suspiria there is... Inferno",Inferno,253,Horror,Thriller,,The Three Mothers Collection
Dragonquest,0,2009-03-31,2.5,False,16398,en,4.948,0,88.0,Released,,Dragonquest,11,Fantasy,Action,Adventure,
Commandments,0,1997-05-02,5.7,False,16399,en,2.9130000000000003,0,88.0,Released,He's getting even... by breaking all the rules,Commandments,9,Comedy,Drama,Romance,
WXIII 機動警察パトレイバー,0,2002-03-30,6.0,False,16402,ja,2.855,0,107.0,Released,,WXIII: Patlabor The Movie 3,13,Action,Animation,Science Fiction,Patlabor Collection
Čarlston za Ognjenku,6000000,2008-01-30,5.8,False,16403,sr,1.891,0,86.0,Released,,Tears for Sale,7,Drama,Comedy,Fantasy,
비천무,0,2000-07-01,6.1,False,16404,ko,2.7910000000000004,0,118.0,Released,,Out Live,24,Drama,Action,Fantasy,
Dust,0,2001-08-29,6.0,False,16405,en,4.2410000000000005,0,127.0,Released,,Dust,9,,,,
Dick,13000000,1999-08-04,5.9,False,16406,en,7.289,27500000,94.0,Released,The unmaking of the president,Dick,138,Comedy,,,
龍少爺,0,1982-01-21,6.1,False,16407,cn,5.235,0,86.0,Released,Fists and fun fly fast and furious when the Dragon Lord fights to save his nation's treasure,Dragon Lord,41,Action,Comedy,,
Last Chance Harvey,0,2008-12-25,6.2,False,16409,en,6.537000000000001,14879423,92.0,Released,"When it comes to love, is it ever too late to take a chance?",Last Chance Harvey,134,Drama,Comedy,Romance,
Hobson's Choice,0,1954-04-19,7.4,False,16410,en,4.7589999999999995,0,107.0,Released,,Hobson's Choice,45,Comedy,Drama,,
Initial D,1549000,2005-05-12,6.5,False,16411,cn,4.417,7096000,107.0,Released,,Initial D,71,,,,
Chasing Christmas,0,2005-12-04,4.3,False,16412,en,2.332,0,81.0,Released,,Chasing Christmas,9,Comedy,Family,,
Panic Mechanic,0,1996-11-29,5.7,False,16413,en,2.094,0,100.0,Released,,Panic Mechanic,3,Comedy,,,
Oh Schucks.... It's Schuster!,0,1989-01-01,8.0,False,16414,en,1.1640000000000001,0,84.0,Released,,Oh Schucks.... It's Schuster!,2,Comedy,,,
Sweet 'n Short,0,1991-12-13,3.2,False,16415,en,2.281,0,90.0,Released,,Sweet 'n Short,3,Comedy,,,
You Must Be Joking!,0,1986-01-01,3.8,False,16416,en,0.6920000000000001,0,96.0,Released,"The ""skelm"" camera at its' funniest",You Must Be Joking!,3,Comedy,,,
Yankee Zulu,0,1993-12-01,5.9,False,16417,en,2.6839999999999997,0,100.0,Released,If the gods were crazy... now they're berserk.,Yankee Zulu,6,Drama,Comedy,,
Barbie Presents: Thumbelina,0,2009-02-24,6.0,False,16418,en,9.167,0,75.0,Released,,Barbie Presents: Thumbelina,243,Animation,Family,,Barbie Collection
Oh Schucks...! Here Comes UNTAG,0,1993-11-30,5.2,False,16419,en,2.085,0,92.0,Released,,Oh Schucks...! Here Comes UNTAG,8,Comedy,,,
Othello,0,1995-12-15,6.6,False,16420,en,5.686,0,123.0,Released,"Envy, greed, jealousy and love.",Othello,71,Drama,,,
Die Eylandt Recherche,250,2008-11-06,0.0,False,16421,de,1.4,0,82.0,Released,,Die Eylandt Recherche,0,Mystery,,,
The Caller,0,2008-09-26,5.6,False,16422,en,2.765,0,95.0,Released,,The Caller,5,Drama,Thriller,,
Les aimants,0,2004-10-01,6.1,False,16423,fr,1.39,0,91.0,Released,,Love and Magnets,12,Drama,Romance,,
Bob the Builder: On Site - Skyscrapers,0,2009-03-17,0.0,False,16424,en,1.349,0,,Released,,Bob the Builder: On Site - Skyscrapers,0,Animation,Family,,
Assassination Tango,0,2002-09-11,5.3,False,16425,en,2.8310000000000004,0,114.0,Released,,Assassination Tango,14,Drama,Romance,Thriller,
100 Mile Rule,1,2002-01-01,4.3,False,16426,en,1.359,0,98.0,Released,,100 Mile Rule,4,Comedy,Thriller,,
Un Día Sin Mexicanos,0,2004-08-06,4.9,False,16427,en,3.0869999999999997,0,100.0,Released,,A Day Without a Mexican,20,Comedy,,,
Breakin' All the Rules,0,2004-05-14,5.9,False,16428,en,3.405,0,85.0,Released,When it comes to getting dumped... He wrote the book.,Breakin' All the Rules,32,Comedy,Romance,,
Brothers of the Head,0,2005-01-01,6.2,False,16429,en,2.255,0,93.0,Released,,Brothers of the Head,13,Music,Drama,,
Dandelion,0,2004-01-01,7.2,False,16430,en,2.522,0,93.0,Released,,Dandelion,6,Drama,Romance,,
Dark Heaven,0,2004-09-04,3.0,False,16431,en,1.17,0,87.0,Released,,Dark Heaven,1,Science Fiction,Thriller,,
Day of Wrath,0,2006-06-27,4.1,False,16432,en,2.7769999999999997,0,109.0,Released,,Day of Wrath,12,,,,
Grand Theft Parsons,0,2004-06-18,6.2,False,16433,en,3.96,0,88.0,Released,It's better to burn out than to fade away.,Grand Theft Parsons,16,Comedy,Drama,Adventure,
