name,budget,release_date,vote_average,adult,id,language,popularity,revenue,runtime,status,tagline,title,vote_count,First_genre,Second_genre,Third_genre,collection_name
Speaking of Sex,0,2001-10-18,5.8,False,16435,en,4.268,0,97.0,Released,Because life has its ups and downs.,Speaking of Sex,11,Comedy,Romance,,
Nordwand,0,2008-10-23,7.4,False,16436,de,6.175,927704,126.0,Released,,North Face,141,,,,
Cyborg 2,5000000,1993-11-24,4.2,False,16437,en,5.999,0,99.0,Released,Future Beware: The soul is in the software.,Cyborg 2,57,Action,Adventure,Science Fiction,Cyborg Collection
Venkovský učitel,0,2008-03-20,6.5,False,16439,cs,1.8630000000000002,0,117.0,Released,,The Country Teacher,10,Drama,Romance,,
Watchmen: Tales of the Black Freighter,0,2009-03-24,6.7,False,16440,en,4.933,0,26.0,Released,,Watchmen: Tales of the Black Freighter,88,Animation,Horror,Action,
The Beastmaster,0,1982-08-20,6.0,False,16441,en,7.731,14056528,118.0,Released,"Born with the courage of an eagle, the strength of a black tiger, and the power of a god.",The Beastmaster,159,Fantasy,,,Beastmaster Collection
Sergeant York,1400000,1941-07-02,7.2,False,16442,en,8.151,16361885,134.0,Released,Missiles! Jets! Tanks! ...It's Still The Guy With Guts And A Gun Who Wins The War!,Sergeant York,85,Drama,History,War,
The First of the Few,0,1942-09-14,6.6,False,16444,en,2.313,0,118.0,Released,,The First of the Few,17,War,,,
The Woods Have Eyes,0,2007-10-16,4.8,False,16445,en,2.925,0,90.0,Released,,The Woods Have Eyes,4,Thriller,,,
여자는 남자의 미래다,0,2004-05-14,6.5,False,16447,ko,2.345,0,88.0,Released,,Woman Is the Future of Man,17,Drama,Romance,,
Waiting for Guffman,4000000,1996-08-21,7.2,False,16448,en,6.53,0,84.0,Released,There's a good reason some talent remains undiscovered.,Waiting for Guffman,122,Comedy,Music,,
Hero Wanted,6,2008-03-28,5.4,False,16450,en,5.33,10,95.0,Released,,Hero Wanted,65,,,,
The Comedians of Comedy,0,2005-03-01,6.9,False,16452,en,2.385,0,103.0,Released,,The Comedians of Comedy,22,Comedy,Documentary,,The Comedians Of Comedy Collection
Zach Galifianakis: Live at the Purple Onion,0,2007-03-06,7.1,False,16453,en,3.51,0,61.0,Released,,Zach Galifianakis: Live at the Purple Onion,43,Comedy,,,
Zach Galifianakis: Look Who it Isn't,0,2005-01-06,6.0,False,16454,en,1.46,0,68.0,Released,,Zach Galifianakis: Look Who it Isn't,1,Comedy,,,
The Magic Roundabout,20000000,2005-01-19,5.4,False,16455,en,6.5,0,85.0,Released,,The Magic Roundabout,95,Animation,Family,,
The Crow: Wicked Prayer,0,2005-05-13,3.1,False,16456,en,6.537000000000001,0,99.0,Released,Passion..Revenge...Eternity.,The Crow: Wicked Prayer,93,Action,Horror,Thriller,The Crow Collection
Little Britain Live,0,2006-11-13,7.9,False,16458,en,1.248,0,79.0,Released,,Little Britain Live,8,Comedy,,,
Garfield Gets Real,0,2007-09-30,5.1,False,16460,en,5.402,0,75.0,Released,,Garfield Gets Real,57,Family,Animation,Comedy,Garfield CGI Collection
Roundhay Garden Scene,0,1888-10-14,6.3,False,16463,xx,3.603,0,1.0,Released,Roundhay Garden Scene,Roundhay Garden Scene,80,History,Documentary,,
Traffic Crossing Leeds Bridge,0,1888-10-15,6.1,False,16464,xx,1.501,0,1.0,Released,,Traffic Crossing Leeds Bridge,40,Documentary,,,
Le chaudron infernal,0,1903-10-17,6.3,False,16465,fr,1.621,0,2.0,Released,,The Infernal Cauldron,28,Fantasy,Horror,,
Modern Problems,8000000,1981-12-25,5.3,False,16471,en,6.3,0,89.0,Released,,Modern Problems,38,Comedy,Science Fiction,Romance,
The Spirit of Christmas,0,1992-12-01,6.7,False,16486,en,2.516,0,4.0,Released,,The Spirit of Christmas,20,Animation,Comedy,Thriller,
The Spirit of Christmas,0,1995-01-01,7.0,False,16487,en,2.623,0,5.0,Released,,The Spirit of Christmas,24,Animation,Comedy,,
Doug's 1st Movie,0,1999-03-26,5.4,False,16508,en,6.4639999999999995,0,77.0,Released,You'll Dig Doug!,Doug's 1st Movie,49,Animation,Family,Comedy,
Confessions of a Superhero,0,2007-11-02,7.1,False,16509,en,1.902,0,92.0,Released,,Confessions of a Superhero,16,Documentary,,,
The Deal,0,2008-11-20,5.9,False,16511,en,5.499,0,98.0,Released,,The Deal,20,Comedy,,,
Ι-4: Λούφα Και Απαλλαγή,0,2008-04-27,5.4,False,16513,el,1.2890000000000001,0,90.0,Released,,I-4: Loufa kai apallagi,10,Action,Comedy,,
To Hell and Back,0,1955-09-22,6.8,False,16514,en,3.222,0,106.0,Released,"Rejected by the Marines, the Navy, and the Army paratroopers due to his small size and youthful appearance, when he was finally accepted by the army Murphy became the most decorated soldier in U.S. history!!!",To Hell and Back,28,,,,
Captains Courageous,1645000,1937-06-25,7.3,False,16515,en,5.75,0,115.0,Released,"AS GREAT AS ""MUTINY ON THE BOUNTY""",Captains Courageous,68,Adventure,Drama,Family,
劇場版 Clannad -クラナド-,0,2007-09-15,6.7,False,16516,ja,1.79,0,94.0,Released,,Clannad,35,Animation,Drama,,
Gympl,0,2007-09-27,6.4,False,16517,cs,1.56,0,110.0,Released,,The Can,12,Comedy,Crime,Drama,
The King and I,4550000,1956-06-29,7.3,False,16520,en,10.179,21300000,133.0,Released,More than your eyes have ever seen… More than your heart has ever known!,The King and I,196,,,,
Where the Wild Things Are,100000000,2009-10-16,6.4,False,16523,en,11.333,100086793,101.0,Released,There's one in all of us.,Where the Wild Things Are,1044,Family,Fantasy,Science Fiction,
A Time to Revenge,0,1997-01-01,3.3,False,16524,en,0.6,0,106.0,Released,Nothing's worth dying for... except a way of life.,A Time to Revenge,2,Action,Western,,
Clowning Around,0,1991-11-26,0.0,False,16526,en,0.6,0,,Released,,Clowning Around,0,,,,
Pocket Ninjas,0,1997-03-25,3.8,False,16530,en,2.379,0,80.0,Released,The Fiercest Fighting Force Under Four Feet!,Pocket Ninjas,8,Action,Family,,
Zebra Force,0,1976-04-11,0.0,False,16532,en,1.1440000000000001,0,100.0,Released,Running with the mob can be deadly!,Zebra Force,0,Action,,,
Titanic,1805000,1953-04-11,6.4,False,16535,en,4.208,4905000,98.0,Released,TITANIC in Emotion...in Spectacle...in Climax...in Cast!,Titanic,50,Action,Drama,Romance,
Mumbai Meri Jaan,0,2008-08-22,7.1,False,16537,hi,1.17,0,119.0,Released,,Mumbai Meri Jaan,8,Drama,,,
"I Love You, Man",41000000,2009-03-20,6.5,False,16538,en,18.070999999999998,91636986,105.0,Released,He needed a best man... He got the worst.,"I Love You, Man",973,Comedy,,,
Zus & zo,0,2001-01-01,6.3,False,16539,nl,1.375,0,106.0,Released,,Zus & Zo,7,Comedy,,,
Elias og kongeskipet,0,2007-02-23,4.3,False,16541,no,1.4040000000000001,0,76.0,Released,,Elias and the Royal Yacht,3,Family,Animation,,Elias the Little Rescue Boat Collection
I Vicerè,0,2007-11-09,5.6,False,16545,it,1.78,0,120.0,Released,,I Vicerè,18,Drama,History,Romance,
Ellie Parker,0,2005-01-21,5.4,False,16548,en,4.337,0,95.0,Released,The talent is real. And so are the tears... Sometimes.,Ellie Parker,32,Comedy,Drama,,
Storytelling,0,2001-11-08,6.6,False,16550,en,6.742999999999999,0,87.0,Released,From the director of Happiness and Welcome To The Dollhouse.,Storytelling,101,Comedy,Drama,,
Rhinestone,28000000,1984-06-22,5.1,False,16551,en,5.608,21435321,111.0,Released,"She's bet everything, and we mean everything, that she can turn this New York cabbie into an overnight sensation. He has other things in mind. But he's never had a trainer like this one!",Rhinestone,58,Comedy,,,
Mount Pleasant,0,2006-10-07,1.0,False,16552,en,0.6,0,87.0,Released,,Mount Pleasant,1,Drama,,,
Little Manhattan,0,2005-09-30,7.0,False,16553,en,6.996,1117920,84.0,Released,Nothing's as big as your first love.,Little Manhattan,400,Comedy,Romance,,
Heimatkunde,0,2008-10-01,7.2,False,16554,de,1.056,0,94.0,Released,,Heimatkunde,5,Documentary,,,
Daddy's Little Girls,10000000,2007-02-14,6.9,False,16555,en,5.345,31609243,100.0,Released,Family Comes First,Daddy's Little Girls,38,Comedy,Drama,Romance,
Duplicity,60000000,2009-03-19,5.9,False,16558,en,9.533999999999999,78146652,125.0,Released,Outwit. Outspy. Outsmart. Outplay. Then get out.,Duplicity,381,Romance,Comedy,Crime,
The Picture of Dorian Gray,0,1945-03-01,7.2,False,16559,en,7.837000000000001,0,110.0,Released,Why did women talk about Dorian Gray in whispers?,The Picture of Dorian Gray,104,,,,
Tap,0,1989-02-12,6.6,False,16560,en,4.012,9114702,111.0,Released,"Sometimes, no matter what, you can't escape the rhythm.",Tap,14,Action,Drama,,
The Sunshine Boys,0,1975-11-06,7.1,False,16561,en,5.093,0,111.0,Released,"For the price of a movie, you'll feel like a million!",The Sunshine Boys,45,Comedy,,,
The Cutting Edge,0,1992-03-27,6.6,False,16562,en,8.039,25105517,101.0,Released,The King of the Rink is about to meet America's Ice Queen.,The Cutting Edge,118,Comedy,Drama,Romance,The Cutting Edge Collection
Seven Brides for Seven Brothers,0,1954-07-22,7.4,False,16563,en,9.351,5000000,102.0,Released,SINGIN'! DANCIN'! ROMANCIN'!,Seven Brides for Seven Brothers,275,,,,
Oorlogswinter,4000000,2008-11-17,6.8,False,16564,nl,5.483,530048,103.0,Released,"In 1945 Holland, a boy must choose between good and evil.",Winter in Wartime,102,Drama,History,War,
अब तक छप्पन,0,2004-02-27,7.1,False,16566,hi,2.88,0,129.0,Released,"Doctors Cure, Engineers Build, I Kill",Ab Tak Chhappan,16,Crime,Drama,,
Cheeni Kum,0,2007-05-25,5.9,False,16576,hi,1.412,0,136.0,Released,,Cheeni Kum,22,Drama,Romance,,
Astro Boy,10000000,2009-10-15,6.2,False,16577,en,9.513,19551067,94.0,Released,Have a blast.,Astro Boy,787,,,,
Hell's Bells,4483,1929-10-29,6.1,False,16591,en,2.918,0,6.0,Released,,Hell's Bells,15,Animation,,,
Little Boy Blue,0,1936-07-30,3.5,False,16592,en,1.173,0,7.0,Released,,Little Boy Blue,2,Animation,Comedy,Fantasy,
Dick Whittington's Cat,0,1936-05-30,6.0,False,16593,en,0.6729999999999999,0,8.0,Released,,Dick Whittington's Cat,1,Comedy,,,
Along Came Auntie,0,1926-07-25,6.5,False,16599,en,1.331,0,23.0,Released,,Along Came Auntie,4,Comedy,,,
Super Rhino,0,2009-03-21,6.0,False,16604,en,6.021,0,5.0,Released,,Super Rhino,31,Animation,Comedy,,
Somersault,0,2004-06-19,6.3,False,16605,en,5.882000000000001,0,105.0,Released,Love can turn you upside down.,Somersault,42,Drama,Romance,,
주유소 습격사건,0,1999-10-02,6.4,False,16606,ko,4.81,0,113.0,Released,"Just when you wanted to laugh, here they come.",Attack the Gas Station!,59,Action,Comedy,,
The Proposition,2000000,2005-10-06,7.2,False,16608,en,9.655,5048693,104.0,Released,This land will be civilized.,The Proposition,348,,,,
Blackout,0,2008-05-28,5.6,False,16611,en,5.287000000000001,0,85.0,Released,,Blackout,50,Horror,Thriller,,
Carmencita,0,1894-03-14,5.0,False,16612,en,2.3409999999999997,0,1.0,Released,,Carmencita,28,Documentary,,,
Le Clown et ses chiens,0,1892-10-27,4.0,False,16613,en,1.169,0,5.0,Released,,The Clown and His Dogs,1,Animation,,,
Adventureland,9500000,2009-04-03,6.3,False,16614,en,11.462,17164377,107.0,Released,Nothing brings people together like a crappy summer job.,Adventureland,1366,Comedy,,,
Mindhunters,27000000,2004-05-07,6.4,False,16617,en,11.126,21148829,106.0,Released,"For seven elite profilers, finding a serial killer is a process of elimination. Their own.",Mindhunters,614,Mystery,Thriller,Crime,
Hans Christian Andersen,0,1952-12-19,6.4,False,16618,en,3.1510000000000002,0,112.0,Released,The glorious story of the greatest storyteller of them all!,Hans Christian Andersen,29,,,,
Ordinary People,6000000,1980-09-19,7.6,False,16619,en,7.684,0,124.0,Released,Everything is in its proper place...except the past.,Ordinary People,276,Drama,,,
La Bamba,6500000,1987-07-24,6.9,False,16620,en,6.877000000000001,54215416,108.0,Released,Born into poverty. Destined for stardom. He lived the American dream.,La Bamba,260,Drama,Music,,
Un bon bock,0,1892-10-28,4.0,False,16622,en,0.9540000000000001,0,15.0,Released,,A Good Beer,2,Animation,,,
Blacksmith Scene,0,1893-05-08,5.4,False,16624,xx,1.7,0,1.0,Released,,Blacksmith Scene,37,Drama,,,
내 사랑 싸가지,3200000,2004-01-16,6.3,False,16632,ko,4.712,0,95.0,Released,,100 Days with Mr. Arrogant,67,Comedy,Romance,,
Somewhere in Time,5100000,1980-10-02,7.4,False,16633,en,7.832999999999999,0,103.0,Released,Beyond fantasy. Beyond obsession. Beyond time itself... he will find her.,Somewhere in Time,209,,,,
Alien Trespass,0,2009-04-03,5.5,False,16634,en,4.763999999999999,0,90.0,Released,,Alien Trespass,40,,,,
Country of My Skull,12000000,2004-05-04,6.7,False,16635,en,4.54,163536,103.0,Released,"A South African Story of Truth, Love and Reconcilliation",Country of My Skull,16,Romance,Drama,,
Spellbound,0,2002-11-13,7.4,False,16636,en,6.352,0,97.0,Released,Everyone wants the last word.,Spellbound,71,Documentary,,,
El Cid,0,1961-10-24,6.9,False,16638,en,9.091000000000001,0,182.0,Released,The GREATEST ROMANCE and ADVENTURE in a THOUSAND YEARS!,El Cid,131,,,,
Fri os fra det onde,0,2009-04-03,6.5,False,16639,da,2.6,0,100.0,Released,,Deliver Us from Evil,23,Thriller,,,
Pirates of the Great Salt Lake,0,2006-01-01,5.0,False,16640,en,1.546,0,86.0,Released,,Pirates of the Great Salt Lake,1,Action,Comedy,,
Cirque du Soleil: Journey of Man,0,2000-05-05,5.4,False,16641,en,2.628,0,39.0,Released,,Cirque du Soleil: Journey of Man,9,,,,Cirque du Soleil Collection
Days of Heaven,0,1978-09-13,7.6,False,16642,en,9.79,0,94.0,Released,Your eyes... Your ears... Your senses... will be overwhelmed.,Days of Heaven,436,Drama,Romance,,
Life or Something Like It,40000000,2002-04-24,5.6,False,16643,en,8.914,16872671,103.0,Released,,Life or Something Like It,264,Comedy,Drama,Romance,
Emma Smith: My Story,0,2008-04-11,5.8,False,16644,en,0.6,881787,98.0,Released,By the side of a founder of a new faith was a woman of undeniable courage.,Emma Smith: My Story,3,Drama,,,
Русский ковчег,0,2002-05-22,7.4,False,16646,ru,7.596,6723732,99.0,Released,"2000 cast members, 3 orchestras, 33 rooms, 300 years, ALL IN ONE TAKE",Russian Ark,204,,,,
The Other Side of Heaven,7000000,2001-04-12,6.5,False,16651,en,6.242000000000001,4720371,113.0,Released,An Epic Journey.,The Other Side of Heaven,27,,,,
Happily N'Ever After 2,0,2009-03-24,4.5,False,16652,en,7.994,0,75.0,Released,,Happily N'Ever After 2,132,Animation,,,Happily N'Ever After Collection
The Singles Ward,0,2002-01-30,6.7,False,16653,en,2.8160000000000003,0,102.0,Released,The Road to Eternal Marriage Has Never Been Longer,The Singles Ward,7,,,,
John Mayer: Any Given Thursday,0,2003-02-11,7.8,False,16654,en,1.482,0,120.0,Released,,John Mayer: Any Given Thursday,6,Music,,,
門徒,0,2007-04-13,6.6,False,16657,cn,3.6319999999999997,0,106.0,Released,,Protégé,41,Drama,Thriller,,
My Brilliant Career,0,1979-08-17,6.3,False,16659,en,3.806,0,100.0,Released,,My Brilliant Career,22,Drama,Romance,,
Tilt: The Battle to Save Pinball,0,2006-05-14,6.9,False,16660,en,1.7990000000000002,0,58.0,Released,,Tilt: The Battle to Save Pinball,8,Documentary,,,
The Kid Brother,0,1927-01-17,7.2,False,16661,en,4.669,0,82.0,Released,,The Kid Brother,33,Comedy,Western,Action,
La resa dei conti,0,1966-11-29,7.7,False,16662,it,6.124,0,105.0,Released,Mr. Ugly comes to town!,The Big Gundown,67,Western,,,
リリイ・シュシュのすべて,0,2001-09-07,7.1,False,16664,ja,6.3,0,146.0,Released,,All About Lily Chou-Chou,73,Drama,Music,Crime,
Whisky Galore!,0,1949-06-16,7.0,False,16665,en,6.421,0,82.0,Released,,Whisky Galore!,52,Comedy,Crime,,
War Dance,0,2007-11-09,7.6,False,16666,en,2.846,0,105.0,Released,"The war stole everything, except their music.",War Dance,8,Documentary,Music,War,
The Best Two Years,400000,2003-10-10,7.7,False,16668,en,3.173,1163450,112.0,Released,Every moment counts.,The Best Two Years,7,Comedy,Drama,,
砂の女,0,1964-02-15,8.3,False,16672,ja,10.295,0,147.0,Released,Haunting. Erotic. Unforgettable.,Woman in the Dunes,160,Drama,Thriller,,
No Alibi,0,2000-03-24,2.7,False,16673,en,1.798,0,90.0,Released,,No Alibi,2,,,,
48 heures par jour,0,2008-06-04,4.3,False,16675,fr,1.5830000000000002,0,89.0,Released,,48 Hours a Day,4,Comedy,,,
Varg Veum - Tornerose,0,2008-01-13,7.3,False,16685,no,3.6919999999999997,0,90.0,Released,,Varg Veum - Sleeping Beauty,11,Crime,Thriller,,Varg Veum Collection
Varg Veum - Bitre blomster,0,2007-09-28,6.3,False,16686,no,3.234,0,90.0,Released,,Varg Veum - Bitter Flowers,10,Crime,Drama,Thriller,Varg Veum Collection
武术之少年行,4000000,2008-10-23,5.9,False,16687,zh,2.279,0,104.0,Released,,Wushu,12,Drama,Action,,
Return to Never Land,20000000,2002-02-14,6.2,False,16690,en,14.312000000000001,109862682,72.0,Released,The Classic Continues,Return to Never Land,818,,,,Peter Pan Collection
座頭市物語,0,1962-04-18,7.2,False,16692,ja,5.401,0,96.0,Released,,The Tale of Zatoichi,53,Adventure,Action,Drama,Zatoichi: The Blind Swordsman
続・座頭市物語,0,1962-10-12,7.2,False,16693,ja,3.9939999999999998,0,72.0,Released,,The Tale of Zatoichi Continues,34,Adventure,Action,,Zatoichi: The Blind Swordsman
Smother,8000000,2008-09-26,4.4,False,16699,en,3.347,0,92.0,Released,,Smother,20,Comedy,Romance,Drama,
Bonneville,0,2006-09-11,5.7,False,16700,en,3.385,0,93.0,Released,,Bonneville,27,Comedy,Drama,,
Förortsungar,0,2006-10-27,4.8,False,16701,sv,1.466,0,96.0,Released,,Kidz in da Hood,6,Family,Comedy,Drama,
Hamosad Hasagur,0,2007-01-01,4.3,False,16702,en,1.213,0,40.0,Released,,Israeli Intelligence,2,Action,Comedy,,
This Gun for Hire,512423,1942-05-13,7.2,False,16703,en,6.542000000000001,1000000,81.0,Released,Lover without a heart...killer without a conscience!,This Gun for Hire,58,,,,
Hasar menuha,0,2008-05-29,5.2,False,16705,en,1.212,0,100.0,Released,,Restless,3,Drama,,,
Meet the Browns,0,2008-03-21,6.1,False,16710,en,6.268,41939392,100.0,Released,Check your baggage at the door.,Meet the Browns,47,Comedy,Drama,Romance,
A Christmas Carol,0,1999-12-05,7.0,False,16716,en,6.902,0,95.0,Released,,A Christmas Carol,84,Drama,Fantasy,,
The Telling,0,2009-04-14,3.8,False,16722,en,3.2489999999999997,0,84.0,Released,Everyone's dying to be them.,The Telling,9,Horror,Thriller,,
Sugar & Spice,11000000,2001-01-24,6.1,False,16723,en,7.159,13276953,81.0,Released,Why would the most popular girl in school wear a mask?,Sugar & Spice,120,Crime,Comedy,,
The Tracey Fragments,700000,2007-02-08,6.1,False,16725,en,4.407,31576,77.0,Released,Something's Missing...,The Tracey Fragments,63,Drama,,,
ไชยา,0,2007-08-30,6.3,False,16726,th,2.104,0,116.0,Released,,Muay Thai Fighter,4,Action,Thriller,,
The Namesake,12000000,2006-09-02,6.7,False,16727,en,6.215,20138836,122.0,Released,Two Worlds. One Journey.,The Namesake,78,Drama,,,
Non ti muovere,0,2004-03-12,7.1,False,16729,it,7.874,11837022,125.0,Released,,Don't Move,159,Drama,Romance,,
Massa'ot James Be'eretz Hakodesh,0,2003-12-31,7.7,False,16730,en,1.534,0,91.0,Released,,James' Journey to Jerusalem,3,Comedy,Drama,,
Shnat Effes,0,2004-06-06,0.0,False,16731,he,0.6,0,131.0,Released,,Year Zero,0,Drama,,,
Five Minutes of Heaven,0,2009-01-19,6.3,False,16759,en,6.537000000000001,0,89.0,Released,"To face the future, they must face the past.",Five Minutes of Heaven,94,Crime,Drama,Thriller,
Una Película de Huevos,0,2006-04-21,6.4,False,16761,en,2.95,0,90.0,Released,"Una pelicula de huevos "" es la historia de dos huevitos. Toto y Willy, que escapan de una cocina, en compania de un tocino crudo, para no ser convertidos en huevos motulenos. En el camino combatiran a una pandilla de huevos de reptil y mas .",Una Película de Huevos,20,Animation,Comedy,,Huevos - Collection
Joy Ride 2: Dead Ahead,5000000,2008-10-07,5.5,False,16763,en,10.057,0,91.0,Released,Detours can be deadly.,Joy Ride 2: Dead Ahead,108,Crime,Thriller,,Joy Ride Collection
Toolbox Murders,0,2004-11-12,5.3,False,16764,en,6.591,0,95.0,Released,Another legacy begins.,Toolbox Murders,79,Mystery,Horror,Thriller,
Bukowski - Born into This,0,2003-01-18,7.7,False,16765,en,3.265,0,138.0,Released,,Bukowski - Born into This,26,Documentary,,,
